TM,Location,HITTERS,AB,W,SO v lhp,BBv lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,INJ,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING
SAA,X,"Alexander,C*",17,0,77,0,0,0,0,0,w*,0,0,73,0,11.9,11.9,11.9,0,w,-9,0,-/- (---),E,11,D,D,1,,417,,412,,410,,410,1b-4e17 3b-4e12 lf-4(+1)e10 rf-4e10
PHN,X,"Stevenson,C*",8,0,0,0,0,0,0,0,w*,0,0,28,0,24.1,24.1,24.1,0,w,-3,0,-/- (---),E,13,C,D,1,,,,,,,401,,cf-4(+1)e1
PHN,X,"Stubbs,G*",1,0,0,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,14,D,D,2,301,,,,,,,,"c-3(-1)e1,T-5(pb-0)"
PHN,X,"Walton,D*",8,0,0,0,0,0,0,0,w*,0,0,11,0,6.3,6.3,6.3,0,w,4,0,-/- (---),E,12,C,C,1,,,405,,,,,,2b-4e5
PIN,X,"Bae,J*",20,5,55,28,0,28,0,0,w*,0,0,46,35,0,35,0,0,w*,0,0,*3-7/- (19-15),B,17,D,D,1,,,,,,402,402,402,lf-4(+1)e2 cf-4e2 rf-4e2
PIN,X,"Cheng,T*",7,0,77,0,0,0,0,0,w*,0,0,62,0,0,0,0,0,w*,0,0,2-12/- (3-1),E,13,C,D,1,,,410,,416,,,,ss-4e16 2b-4e10
PIN,X,"Cook,B",6,0,0,0,50.3,50.3,50.3,0,w,-9,0,48,0,25,25,25,0,w,-9,0,-/- (---),E,15,D,D,1,,430,,,,,306,306,1b-4e30 cf-3(-1)e6 rf-3e6
PIN,X,"Devanney,C",36,2,89,6,0,6,0,0,w*,0,12,94,1,5.4,6.4,9.4,0,w*,0,6,2-12/- (3-1),E,10,D,D,1,,,,430,,,,,3b-4e30
PIN,X,"Flores,R",15,2,69,16,5.4,21.4,10.8,0,w*,0,0,48,19,20.6,39.6,41.1,0,w*,0,0,-/- (---),E,9,D,D,2,408,416,,,,,,,"1b-4e16 c-4(+2)e8,T-10(pb-0)"
PIN,X,"Gorski,M",41,1,57,0,13.5,13.5,40.9,3.4,6*,0,24,57,0,8.4,8.4,25.9,5.8,8,-1,23,2-12/- (3-1),E,15,D,D,1,,418,,,,,411,,1b-4e18 cf-4(0)e11
PIN,X,"Solak,N",11,0,28,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,12,D,C,1,,404,411,,,412,,,1b-4e4 2b-4e11 lf-4(+2)e12
PIN,X,"Sullivan,B*",6,1,24,0,0,9,0,0,w*,0,0,47,16,2.3,27.4,2.3,0,w,3,0,-/- (---),E,10,D,D,2,301,,,,,,,,"c-3(0)e1,T-16(pb-0)"
SLN,X,"Baker,L",34,7,28,31,18.3,49.3,32.6,0,w,-2,22,29,19,1.8,20.8,1.8,0,w*,0,27,-/- (---),E,9,D,D,1,,407,,,,,,,1b-4e7
SLN,X,"Barrero,J",29,1,31,0,0,7,0,0,w*,0,0,41,0,6,13,22.4,5.2,8*,0,0,-/- (---),E,14,D,D,1,,,441,465,472,,404,404,ss-4e72 cf-4(+1)e4 2b-4e41 3b-4e65 rf-4e4
SLN,X,"Crooks,J*",45,0,24,0,1.5,6.4,5.2,1.3,2*,0,17,56,0,0.9,5.8,3.1,0.8,0*,0,18,-/- (---),E,10,D,D,2,406,,,,,,,,"c-4(+1)e6,T-9(pb-6)"
SLN,X,"Prieto,C*",6,0,48,0,0,0,0,0,w*,0,0,91,0,7.9,7.9,7.9,0,w,-6,0,-/- (---),E,12,D,D,1,,,471,,,,,,2b-4e71
SLN,X,"Siani,M*",17,2,99,0,0,0,0,0,w*,0,0,42,17,27.9,44.8,27.9,0,w,-7,0,-/- (---),E,15,B,C,1,,,,,,,203,,cf-2(-1)e3
SDN,X,"Brooks,T*",41,2,78,0,0,0,0,0,w*,0,29,40,0,5.6,5.6,13.6,1.2,1*,0,34,-/- (---),E,11,D,D,1,,,,,,413,,,lf-4(+2)e13
SDN,X,"Campusano,L",21,6,34,42,0,42,0,0,w*,0,16,45,35,0,35,0,0,w*,0,21,-/- (---),E,10,D,C,1,,,,,,,,,
SDN,X,"Gurriel,Y",36,4,8,7,0,7,0,0,w*,0,0,42,25,0,25,0,0,w*,0,0,-/- (---),E,9,D,C,1,,404,,,,,,,1b-4e4
SDN,X,"McCoy,M",22,3,17,33,0,42,0,0,w*,0,0,36,13,6,28,11,0,w*,0,0,*4/- (20-11),C,14,C,D,3,,,314,,331,,,,ss-3e31 2b-3e14
SDN,X,"Ornelas,T*",14,2,0,0,0,0,0,0,w*,0,34,4,17,0,17,0,0,w*,0,28,-/- (---),E,11,D,C,1,,,,,,402,,,lf-4(0)e2
SFN,X,"Alcantara,S+",4,0,59,0,0,0,0,0,w*,0,0,100,0,0,0,0,0,w*,0,0,-/- (---),E,13,D,C,1,,,,465,420,,,,3b-4e65 ss-4e20
SFN,X,"Eldridge,B*",28,7,93,0,0,7,0,0,w*,0,0,43,34,0,41,0,0,w*,0,0,-/- (---),E,10,D,D,1,,516,,,,,,,1b-5e16
SFN,X,"McCray,G*",22,2,78,0,0,0,0,0,w*,0,29,74,11,0,11,0,0,w*,0,22,-/- (---),E,16,C,D,1,,,,,,225,,225,rf-2(-2)e25 lf-2e25
SFN,X,"Porter,L",7,1,0,0,0,9,0,0,w*,0,0,27,16,1.5,26.5,1.5,0,w*,0,0,-/- (---),E,10,D,D,2,413,,,,,,,,"c-4(+1)e13,T-1(pb-0)"
SFN,X,"Villar,D",20,4,20,24,16.1,49.2,21.6,0,w,-6,21,17,33,0,42,0,0,w*,0,18,-/- (---),E,10,D,D,1,,409,,423,,,,,1b-4e9 3b-4e23
SEA,X,"Bliss,R",35,4,61,6,16.5,22.5,25.3,0,w,-5,8,20,19,6.9,25.9,17.7,3.6,6,-1,27,"*2-8,11/9,10,12 (15-8)",C,14,D,D,6,,,310,,,,,,2b-3e10
SEA,X,"Ford,H",6,0,81,0,7.4,16.4,7.4,0,w,-5,0,60,0,7.7,16.7,7.7,0,w,-5,0,-/- (---),E,12,D,D,2,408,,,,,,,,"c-4(0)e8,T-14(pb-0)"
SEA,X,"Taylor,S",8,0,17,0,15.4,15.4,15.4,0,w,-9,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,16,A,D,1,,,,,,,404,404,rf-4(+2)e4 cf-4e4
SEA,X,"Thomas,R*",8,1,0,0,0,0,0,0,w*,0,0,0,14,0,14,0,0,w*,0,0,-/- (---),E,14,B,C,1,,,,,,401,,401,rf-4(+1)e1 lf-4e1
TBA,X,"Jankowski,T*",45,3,32,0,19.7,19.7,19.7,0,w,-9,0,29,6,23.5,29.5,28.9,0,w,-8,0,*4/- (20-11),C,16,D,D,2,,,,,,210,310,210,rf-2(+1)e10 lf-2e10 cf-3e10
TBA,X,"Montes,C",10,0,26,0,22.9,22.9,22.9,0,w,4,0,79,0,0,0,0,0,w*,0,0,-/- (---),E,13,D,D,1,,,415,428,,403,,,2b-4e15 3b-4e28 lf-4(0)e3
TBA,X,"Palacios,R*",42,5,0,27,23.4,50.4,23.4,0,w,-6,24,28,5,46.3,51.3,55.1,2.1,3,-8,22,*6/- 20-13,B,14,D,C,6,,530,247,,,304,,304,2b-2e47 lf-3(+1)e4 1b-5e30 rf-3e4
TBA,X,"Peters,T*",12,0,97,0,0,0,0,w*,w*,0,30,96,20,0,20,0,0,w*,0,0,-/- (---),E,13,D,D,1,,,,,,,403,,cf-4(0)e3
TEA,X,"Ahmed,N",9,1,45,11,0,11,0,0,w*,0,30,22,20,0,20,0,0,w*,0,26,*3/- (20-11),D,12,C,D,1,,,,,207,,,,ss-2e7
TEA,X,"Barnhart,T*",13,1,51,0,14.6,23.6,14.6,0,w,-8,22,22,12,19.9,40.8,19.9,0,w,-7,24,-/- (---),E,8,C,D,2,309,,,,,,,,"c-3(+1)e9,T-1(pb-0)"
TEA,X,"Foscue,J",9,0,44,0,0,0,0,0,w*,0,0,11,0,0,0,0,0,w*,0,0,-/- (---),E,9,D,D,1,,508,,,,,,,1b-5e8
TEA,X,"Harris,D*",40,3,77,0,0,0,0,0,w*,0,20,39,6,14.4,20.4,27.7,0.9,1,-1,18,"*2-8,11/9,10,12 (15-8)",D,15,D,D,2,,,,,,415,415,415,lf-4(+1)e15 cf-4e15 rf-4e15
TEA,X,"McKinney,B*",20,1,0,0,0,0,0,0,w*,0,0,0,1,15.6,16.6,21.2,0,w,2,0,-/- (---),E,12,D,D,1,,,,,,305,,405,rf-4(0)e5 lf-3e5
TEA,X,"Pillar,K",43,0,16,0,19.6,19.6,26,0,w,4,0,1,0,0.2,0.2,0.2,0,w*,0,0,*5/- (20-13),B,14,D,C,1,,,,,,302,302,302,cf-3(0)e2 lf-3e2 rf-3e2
TOA,X,"Jimenez,L",29,2,36,12,4,16,16,4,6*,0,23,17,0,0,0,0,0,w*,0,27,-/- (---),E,13,C,D,1,,,310,,416,,,,2b-3e10 ss-4e16
TOA,X,"Stefanic,M",22,3,18,34,0,34,0,0,w*,0,0,0,14,16.6,30.6,16.6,0,w,-8,0,-/- (---),E,11,D,C,1,,,405,,428,,,,2b-4e5 ss-4e28
WAN,X,"Alfaro,J",39,0,45,0,30,30,47.7,0,w,4,0,52,0,24.4,24.4,25.9,0,w,4,0,*3/- (20-11),D,13,D,D,2,407,,,,,,,,"c-4(+2)e7,T-20(pb-7)"
WAN,X,"Lipscomb,T",4,0,0,0,34.2,34.2,34.2,0,w,-9,0,44,0,34.7,34.7,34.7,0,w,-9,0,-/- (---),E,13,D,C,1,,425,,219,417,,,,3b-2e19 1b-4e25 ss-4e17
WAN,X,"Stubbs,C",3,0,0,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,10,D,C,2,404,,,,,,,,"c-4(-1)e4,T-7(pb-0)"
